id,comment,star,label,kategori
825,Aldığım 3. pantolon. İnanılmaz memnunum,5,1,kıyafet
826,alırken şüphelerim vardı ama mükemmel derecede güzel çıktı.tek düşüncem yıkadıktan sonra solmaması.172 boy 70 kilo 31 beden aldım tam üzerime oturdu.fiyat/performans ürünü tavsiye ederim,5,1,kıyafet
827,"Çok beğendik eşime hediye aldım, tam bedenini aldım 77 kilo 34 beden tam oldu hatta biraz bol bile oldu çok rahatmış ve çok kaliteli aldığınız parayı hakediyorsunuz, haki rengini aldım, siyahını da alacağım.. :)",5,1,kıyafet
828,Gayet başarılı,5,1,kıyafet
829,Yoruları görünce korkmuştum acıkcası ama çok guzel oldu sadece siyah dugme degilde kumaşla aynı renk dügme vardı ceplerde kumaşı likralı ince tam yazlık bir kumaş,5,1,kıyafet
830,"Ürün inanılmaz kalitesiz. 4 yıldızı nasıl aldı anlamış değilim. Önce eksilerini yazayım 1- Dikişleri çok özensiz ve basit duruyor 2- Üründe inanılmaz bir kimyasal koku var yıkansa bile geçmiyor. Hatta yanında yıkanması için attığınız giysilerde aynı koku ile çıkıyor. 3- Ürün defolu geliyor çok dikkatli inceleyin derim. Ben etiketlerini kopardıktan sonra fark ettim. Paçanın lastik kısmının hemen üzerinde 1cm'lik yırtık vardı. 4- Ters çevirdiğinizde cep astarlarının ne kadar basit olduğunu göreceksiniz. Adeta transparan, sanıyorum bir kaç giyimden sonra delinecektir. 5- Ürün ilk yıkamada soluyor. Üzerinde yazan talimata göre yıkamama rağmen kuruyunca solduğunu fark ettim Artıları 1- Çok rahat pantolon Uzun lafın kısası kullanılan kimyasallar sizin için sorun değilse ve defolu olmasını, birkaç giyimden sonra atacağınızı göze alıyorsanız, tercih edilebilir.",1,0,kıyafet
831,İyi bir firma pantolonlar çok şık yanlız son şiparişim de bej istememe rağmen siyah gönderilmiş biraz daha dikkatli olmaları gerekiyor,3,1,kıyafet
832,Gerçekten ilk başlarda güzeldi ama kullandıkça ceplerindeki circitlar koptu hep dikişleri atmaya başladı,3,1,kıyafet
833,Paranıza yazık olur. Kesinlikle tavsiye etmem.İlk yıkamada soldu.,1,0,kıyafet
834,Bana gelen bu resimle alakasız birşey iş elbisesi gibi kumaş bi pantolon,1,0,kıyafet
835,Ağır bir kokusu var. Yıkanınca da geçmiyor. Bilekteki lastikleri çok sıkı yukarı doğru çekiyor.,3,1,kıyafet
836,Likralı istedim paraşüt geldi.,1,0,kıyafet
837,Kokuyor ve çabuk soldu :(,1,0,kıyafet
838,İlk yıkamada renk soldu,1,0,kıyafet
839,Dikiş kalitesi cok kötü hemen sökülüyor. Ve bel kısmı biraz tuaf yapmıslar,3,0,kıyafet
840,Ürünü eşime aldık bedeninize göre alın ama ben cuk otursun istemiyorum az bol olsun derseniz bir beden büyük alabilirsiniz.. Kumaş kalitesi baya iyi kışında rahatlıkla giyinebilir ince kumaş değil.. Haki rengi çok güzel diğer renginide almayı düşünüyoruz..,5,1,kıyafet
841,Güzel tam kalıp ama yikanmada hafif renk soldu eğer her yıkamada solarsa giyilmez hale gelirama bir kerelik solmaysa sıkıntı olmaz,3,1,kıyafet
842,Ürün çok rahat bir ürün değil toz tüyçük ne varsa üstüne çekiyor iade sürem doldu iade etmediğime pişman oldum.,3,0,kıyafet
843,Ürünü çok beğendik. Normalde 34 beden giyiyordum ama 36 beden sipariş verdim iyiki de öyle yapmışım. Tam oldu,5,1,kıyafet
844,Fotoğraftaki ile hiçbir alakası yok okul pantolonları bile çok daha iyi açıkçası,1,0,kıyafet
845,Modeli güzel ama kumaş kalitesi kötü. Lacivertini aldım İki gün giydim 5 yıllık pantolonmış gibi durdu. Bide yakıyor,2,0,kıyafet
846,Çok güzel ürün,5,1,kıyafet
847,Pantolon güzel malzeme kalitesi kötü,2,0,kıyafet
848,Rahat ve kullanıslı cok beyendim,5,1,kıyafet
849,Ürün gerçekten kaliteli arkadaşlar 1 beden büyük almanızı tavsiye ederim lastikli olduğu için daha rahat duracaktır,5,1,kıyafet
850,178 CM BOY 75 KG 33 BEDEN TAM OLDU. BEKLENTİMİN ÜSTÜNDE BİR KALİTESİ VAR. GAYET ŞIK VE RAHAT.,5,1,kıyafet
851,Ürün güzel beğendim. Beğlediğimden daha iyisi geldi. Beden biraz büyük ama daha rahat. Teşekkürler,5,1,kıyafet
852,"Ne eksik ne fazla tam istediğim gibi geldi, ayrıca kargomda 1 gün içinde geldi .",5,1,kıyafet
853,Ürün güzel. Bedeniniz neyse onu alabilirisiniz. Sadece ürünler fabrika çıkışlı kadar iyi değil. Hani kalite olarak beklentiyi az düşürün. Üzerimde iyi durdu. Kesimi falan iyi de işte ne kadar dayanacak göreceğiz.,4,1,kıyafet
854,Yan cepleri küçük paçası kısa geldi bana kumaşı güzel,4,1,kıyafet
855,Tam bedenimi aldım kumaşı falan hoşuma gitti hızlı kargolama da çok önemliydi teşekkür ederim,5,1,kıyafet
856,Önce siyahını aldım. Beğenince hâki rengini aldım çok çok memnunum. Kargoda beklenenden önce geldi şiddetle tavsiye ediyorum.,5,1,kıyafet
857,Pantalon çok rahat ve hoş. Tek sorun cepleri çabuk deliniyor.,4,1,kıyafet
858,Aşırı renk atıyo,5,0,kıyafet
859,Fiyatına göre pantolon çok iyi likralı kumaşı rengi kesimi çok iyi bilerek büyük beden istedim az küçültlmem gerekecek şimdide siyahını isteyecem 36 beden isteyecem kotta 33 giyiyordum 36 tam olacak gibi tşk beğendim,5,1,kıyafet
860,Ürünler güzel ve tam istedigim gibi geldi ama biraz pantolonlarda acayip koku var yıka yıka kokusu cıkmiyor kokusunda olmasa gercekten ürün kaliteli ondan puan kırdim kokusu cok vazla var,4,1,kıyafet
861,Boyum 1.88 kilo 89 36 beden sipariş verdim tam üzerime oldu ürün güzel ben beğendim kargo ile hızlı bir sekilde elime ulastı,5,1,kıyafet
862,Ürünler kaliteli olmasina ramen pantolonlarda koku var asiri derecede yıkadıkca koku cıkıyor ürün rahat kullanişli aldigim dan beri kokusu cikmiyor puan kırdim,4,1,kıyafet
863,özel hazırlanmış gibi löppp etti oturdu :),5,1,kıyafet
864,rengi güzel ama yazlık bir ürün,4,1,kıyafet
865,Fena değil,4,1,kıyafet
866,Çok güzel çok beğendim tam istediğim gibi geldi kaliteli ve güzel herkese öneririm tam bedenim e uydu,5,1,kıyafet
867,Ürün çok rahat ama 1 beden küçük söylemenizi tavsiye ederim tam beden söylerseniz biraz bol oluyor,5,1,kıyafet
868,Başarısız,2,0,kıyafet
869,çok güzel bir ürün tavsiye ederim,4,1,kıyafet
870,Eski erkek arkadaşıma almıştım hala giyiyor utanmazzz,4,1,kıyafet
871,Zayıf ve uzun boyluysanız tavsiye etmem. Onun haricinde güzel hızlı bir şekilde ulaştı.,5,1,kıyafet
872,özel hazırlanmış gibi löppp etti oturdu :),5,1,kıyafet
873,"pantolon güzel ama rengi sevmedim, füme değilde rengi solmuş siyah gibi",5,1,kıyafet
874,Diğer pantolonlar için yaptığım yorumun aynısını yapıyorum.Üstten cepli olsaymış çok daha iyi olurmuş yandan cep kullanışlı olmuyor.Cep telefonu kayıp düşüyor oturunca.,4,1,kıyafet
875,Ürün çok iyi ve rahat. Rengi biraz beje yakın ama yinede gerçekten güzel bir ürün.,5,1,kıyafet
876,Füme renk istedim siyah geldi kalitesi normal,3,0,kıyafet
877,Likralı yazdığı halde ürün likralı değildir hemde ilk yıkamada cekmistir,1,0,kıyafet
878,Kimseye tavsiye etmiyorum sakın almayın Kimyasal kokuyor nekadar yıkasanız Kokuyor ayriyeten boyası cıkıyor dikişler berbat Kimseye tavsiye etmiyorum,1,0,kıyafet
879,Serseri jeans'ı ilk defa tercih ettim ve ürün aldım kumaş kalitesi gayet güzel ve başarılı hepsiburada,5,1,kıyafet
880,"Güzel pantolon tam beden alabilirsiniz Zaten likralı esneme yapıyor. Sadece iç cebi dış cep ile beraber dikilmişti cep içten katlıydı maket bıcağı ile kestik orayı düzeldi, daha dikkatli olunabilir o konuda. O yüzden bir puan kırdım",4,1,kıyafet
881,Verdiğiniz ürün tam beden olmayabilir. 170 boy 60 kiloyum. 31 beden olmadı. Terzi de şu an. Kalıplar her beden de aynı değil. Şalvar gibi gitmek isterseniz sıkıntı yok,1,0,kıyafet
882,Siyah renk almıştım yıkandıktan sonra lacivert olmaya başladı ve ipleri sökülüyor tavsiye etmiyorum.,1,0,kıyafet
883,Güzel idare eder,3,1,kıyafet
884,Dikislerini beğenmedim işçiliği zayıf,3,1,kıyafet
885,Fiyatına göre iyi secenek,3,1,kıyafet
886,Fotoğraftaki ürün gelmedi cepleri cırtlı parlak kumaş siyah kahverengi arası renkli comando marka esnek kumaşlı bir ürün geldi 32 beden sipariş ettim ama L beden gönderilmiş iade ettim,1,0,kıyafet
887,"Ürün çok güzel, kesimi ve esnek yapısı yerinde. Ama yıkamama rağmen üründe ağır bir koku var ve geçmiyor. Bunun sebebi nedir çözemedim. Bu durum rahatsız ediyor.",4,1,kıyafet
888,Dedikleri gibi rahat likealı kumaş değil,3,1,kıyafet
889,"o kadar kalitesiz bir kumaşı var ki resmen ben kanserojenim diye bağırıyor. üzerinde ağır bir kimyasal koku vardı. kalıbı da oldukça kötüydü, ağ kısmı çok geniş, paçası da aşırı dardı. ayağınız girmiyor ki ayağım 41 numara, girse de çıkmıyor. vay arkadaş ne kalitesiz bir üründü ya... uzak durun!",1,0,kıyafet
890,füme diye aldım bildigin siyah. bu fiyata bu kadar,3,1,kıyafet
891,Rengi hemen soldu,3,0,kıyafet
892,kumaşı iy kaliteli rahat ama rengi 4 aylık bı kulaanimdan sonra soluyor,3,1,kıyafet
893,gayet güzel ve rahat,5,1,kıyafet
894,"Tam istediğim gibi rahat, kullanışlı ve dayanıklı. Satıcıda gayet ilgili kargo hızlı",5,1,kıyafet
895,Rahat şık kaliteli biraz pahalı. Tam bedeninizi sipariş edin 78 kiloyum 32 beden oldu,4,1,kıyafet
896,Tam istediğim gibi geldi,5,1,kıyafet
897,Eşime aldım 1.75 boy 85 kilo 33 beden tam oldu ürün gayet güzel,5,1,kıyafet
898,Hızlı kargo geldi teşekkür ederim,5,1,kıyafet
899,Beklenmedik şekilde güzel :),5,1,kıyafet
900,Cok iyi ürün kaliteli umarim rengi atmaz,5,1,kıyafet
901,cok rahart cok beyendım baska renklerde almarı dusunuyorum,5,1,kıyafet
902,Bu pantolonu çok beğendim . Param olsun bikaç tane daha alıcam hediye edicem sevdiklerime,5,1,kıyafet
903,Tam okul pantolonu,4,1,kıyafet
904,Kaliteli ve sağlam tavsiye ederim,5,1,kıyafet
905,Fiyatına göre makul kalitede. Ben beğendim. Adres bilgisi eksik olduğu için başka bir şubeye gitmiş. Dikkat edilmeli.,5,1,kıyafet
906,"Çok kalite beklemeyin, fiyatına göre idare eder.",4,1,kıyafet
907,"ürün bu fiyatı hak etmiyor, kumaşta kötü bir koku var yıkasanız bile geçmiyor, işçiliği çok kötü dikişler ancak bu kadar kötü olabilir, pantolonu bir kere yıkadım ve bazı yerlerinde rengi soldu.",2,0,kıyafet
908,Süper kaliteli,5,1,kıyafet
909,Müq koşun alın hemen,5,1,kıyafet
910,Ürün bı beden büyük alin,5,1,kıyafet
911,Çok güzel ve çok beğendim,5,1,kıyafet
912,bence müthiş ve çok güzel,5,1,kıyafet
913,Ürün çok rahat alırken bir beden büyük alın makine girdiği zaman çekiyor siz bir beden büyük alın,5,1,kıyafet
914,Gayet kullanışlı ve güzel tahmin ettigimdende erken elime ulaştı başarılı,5,1,kıyafet
915,36 beden aldım aşırı büyük ona göre bedeninize göre iyi seçin. küçük alın boyu tam geldi daraltıp sorunu halledebilirim. kumaş iyi gözüküyor ama cepler geniş değil.,4,1,kıyafet
916,Farklı ürün yollandı kalitesizdi,1,0,kıyafet
917,Küçük boy almama rağmen paçası bence uzun pot duruyor bı yüzden. Malzeme kalitesi güzel duruyor. Paçadaki buzmeler pek hoşuma gitmedi. Üzerinize giyince ceplerinbastarı gözüküyor. İşte bu yüzden bu markalar kalkınamıyor. Malzeme kalitesi değil tek konu bu hassas isler. Zira malzeme kalitesi artık 2. Plan oldu kimse yıllarca birşey giymiyor.,3,1,kıyafet
918,İnce dar kesim ona göre alın,3,1,kıyafet
919,ürün yanlış geldi.,1,0,kıyafet
920,Fotoda görüldüğü gibi degil tam bedenimi almama rağmen çuval gibi bisey gönderdiler çok adı Bi ürün almanızı tavsiye etmem,1,0,kıyafet
921,Berbat istediğim beden gelmedi çok kalitesiz 1 haftadır bekliyorum bide iade işlemiyle ugrastiracaklar resmen saçmalık ya biraz özen gosterin,1,0,kıyafet
922,Fotoğrafta ki ile çok benzer değildi. Işık kaynaklı olabilir ama kötü bir model değil.,3,1,kıyafet
923,Ürünün fermuarı bozuk çıktı dükkanlar açık geziyom,3,0,kıyafet
924,Kalitesiz saçma sapan bişey almayn heryeri sökük iple dolu çakmakla yakmaktan gına geldi ipleri,1,0,kıyafet
925,Ürün ikinci yıkamada renk vermeye başladı almayın pişman olursunuz,1,0,kıyafet
926,"ürün likralı, esnek, rahat. ayrıca bilgilendirme kağıdı için teşekkür ederim, fiyat ve kalite olarak iyi.",5,1,kıyafet
927,2 defa ürün istedim hiç biri doğru gelmedi nasıl bir firma nasıl bi işletme anlamadım,1,0,kıyafet
928,"Daha önce siyah renk almıştım 32 beden onun üzerine haki renk almak istedim ama aynı beden seçmeme rağmen içinde de 32 beden yazdığı halde, öbür aldığım ile alakasız boyut farkı var, siyah olan belimden düşmezken bu renk kemerli bile zar zor oldu ve haki renk çok cıvık duruyor...",3,0,kıyafet
929,"Ürün fena değil, görünüşü çok iyi, rahat ve bedeninize göre alın tam oturuyor fakat ceplerinde kullanılan şey kumaş değil bildiğiniz aşırı dandik bir şey ve rengi (1 kere yıkadım arkasını çevirmeyi unuttum benim hatam fakat bu kadar da olmaz) hemen soldu. İlk rengi o kadar canlı o kadar iyi gözüküyordu ki bir şey olmaz sanmıştım. Lafın kısası çok istiyorsanız alın onun dışında pek de tavsiye etmem.",3,0,kıyafet
930,"harika bir ürün ve hızlı gönderi, çok teşekkürler",5,1,kıyafet
931,Harika,5,1,kıyafet
932,"Üründe tuhaf bir koku var. Çamaşır makinesinde yıkadığım halde koku gitmedi. Kimyasal bir koku. Cep dikişleri fazla kaliteli değil. Olabildiğine ince bir kumaş kullanılmış. İlk yıkamada renk atması olmadı. Umarım belirsiz koku gider, rengide ilerleyen süreçte solmaz. 30 beden giyen kardeşim için aldım. 32 beden tam oldu. İade edecek kadar kötü değil ama indirimsiz aldığım bu fiyatı hak ediyor mu tartışılır",2,0,kıyafet
933,hızlı kargo ürün fiyatına göre çok iyi,5,1,kıyafet
934,Teşekkür ediyorum,5,1,kıyafet
935,Çok güzel bir ürün satıcı ilgili mesaj için teşşekürler bir kaç tane daha ürün almayı düşünüyorum tavsiye ederim,4,1,kıyafet
936,ÇOK İYİ ÜRÜN PARASININ KARŞILIĞI,5,1,kıyafet
937,kumaşı orta kalitede ama rahatlık iui,5,1,kıyafet
938,"Tam beklediğim gibi, duruşu çok güzel.",5,1,kıyafet
939,Biraz renk atıyor ve cepleri çok aşağıda,4,1,kıyafet
940,Fiyatına göre çok güzel bir ürün,5,1,kıyafet
941,Kumaş iyi beğendim,5,1,kıyafet
942,"urun çok güzel, deneme amaçlı 1 adet almıştım, daha çok almayı düşünüyorum.",5,1,kıyafet
943,Süper herkese tavsiye ederimm,5,1,kıyafet
944,Parlıyo cok kötü kumaşı sert ve kalitesiz,1,0,kıyafet
945,Çok hızlı kargo ürün kaliteli çok teşekkür ederim,5,1,kıyafet
946,Genç işi,3,0,kıyafet
947,Ürün kalite ve rahatlık bakımından iyi. Fakat pantolonda bir koku var ilk yıkamama rağmen koku geçmedi. Yıkamamdan sonra renk atacakmış izlenimi verdi bana çünkü solan yerler oldu.,3,1,kıyafet
948,Güzel,1,1,kıyafet
949,Dotograftakiyle aynı değil ve kotu,1,0,kıyafet
950,Kaliteli ürün hızlı teslimat teşekkürler,5,1,kıyafet
951,Verdiğim paraya değer bir kalitede ve tatmin edici bir zaman zarfında geldi,4,1,kıyafet
952,Hızlı kargo kaliteli ürün. Kesinlikle parasını hak ediyor.,5,1,kıyafet
953,Urun güzel. Gönderi hızlı parasının karsiligi,5,1,kıyafet
954,Ufak beden göndermişler,1,0,kıyafet
955,Ürünü aldım giymeden yıkayalım dedik rengi bir tık hatta bazı yerleri 2-3 tık açıldı. İkinci yıkamada 1 aydır giyiyormuşum gibi oldu. Devamını düşünemiyorum,3,1,kıyafet
956,Ürün ilk geldi inanilmmaz bi naylon kokusu vardi yikadik pantolon tiftiklenip renk attı baska bisey oldu kesinlikle almayin attığım resimde gorebilirsiniz Henuz hic giymedim,1,0,kıyafet
957,Rahat,5,1,kıyafet
958,Ürün kaliteli kargo hızlı,5,1,kıyafet
959,Harika bir seçim oldu ben çok beğendim,5,1,kıyafet
960,Kumaş kötü siyah olan devamlı tüy topluyor,1,0,kıyafet
961,ürün çok rahat ve kullanışlı. tek eksiği biraz tüy topluyor harici çok şık,4,1,kıyafet
962,Gayet güzel likralı pantolon bir beden büyük sipariş edin,4,1,kıyafet
963,Ürün üstümde fena durmadı rahatta ama ürünün rengi soluk üzerinde lekeler var kumaşida bu fiyat eder mi hiç sanmiyorum yıkamadan sonra çabuk deforme olur gibi pek uzun ömürlü olmaz,2,0,kıyafet
964,Kaliteli,5,1,kıyafet
965,Harika,5,1,kıyafet
966,çok güzel,5,1,kıyafet
967,Boyası aşırı derecede kalitesiz ve çok pis kokuyor çamaşır makinesine attım bütün çamaşırlar leş gibi pis boya koktu ve siyahlaştılar ayrıca pantolonun boyası kalktı bu fiyata değmez,1,0,kıyafet
968,"İşçilik çok kötü. Dikişler özensiz ilk haftası cep dikişi patladı,her tarindan ipler çıkmış temizlenmemis. Alırken bir daha düşünün Tavsiye etmem.",1,0,kıyafet
969,"Çok kötü kokuyor, koku geçmiyor. 3 defa yıkandı koku geçmedi. Verdiğim paraya mı yanayım, giyemediğime mi yanayım! Yıkayınca geçen bir koku değil bu. Kokudan kaynaklı pantolonda kullanılan kimyasalların sağlığa zararlı olabileceğini düşünüyorum.",1,0,kıyafet
970,Gayet güzel,3,1,kıyafet
971,Aşırı bi koku car kükürt kokusu bir defa yıkadık ama yine koku gitmedi nasıl kokusu geçer acaba ürün kalitesi güzel beğenerek giyiyorum ama kokusu sorun,1,0,kıyafet
972,Yıkadıktan sonra tüm rengi soldu,1,0,kıyafet
973,"Geçmeyen kötü bir koku var. 3 defa yıkandı, yine de geçmiyor. Verdiğim paraya yanarım. Pantolon da kullanılan kimyasalların sağlığa zararlı olabileceğini düşünüyorum. Bu koku normal değil.",1,0,kıyafet
974,Kumaşı inanılmaz kalitesiz,1,0,kıyafet
975,Birkaç defa tıklandığında beyazlasmalar başlıyor ama çok rahat,3,1,kıyafet
976,Cep astarları kagıt mendılı gıbı hemencecık yırtıldı,1,0,kıyafet
977,puanı yüksek fiyatı ucuz diye denemek için aldım ama çok kalitesiz ve çok kötü boya kokusu vardı iade etmek zorunda kaldım çok beğenenler bayılanlar pazardan başka yerden alışveriş yapmıyorlar sanırım,1,0,kıyafet
978,Ürünün kumaşı kalitesiz,2,0,kıyafet
979,Malesef ki ilk yıkamada rengi gitti hiç bir şekilde tavsiye etmiyorum,1,0,kıyafet
980,Tek seferde rengi gitti yazık verilen paraya,1,0,kıyafet
981,Kesinlikle ilk yikamada renk atıyor. Önermiyorum hiç.,1,0,kıyafet
982,İlk yıkamada renk atıyor. Çok kalitesiz paranıza yazık etmeyin.,1,0,kıyafet
983,Tek kelime ile berbat,1,0,kıyafet
984,Çok renk atıyor,1,0,kıyafet
985,Üründe sanki kimyasal bir koku yıkayınca bile geçmedi..,1,0,kıyafet
986,Tarzı ve şekli çok güzel ancak kumaş kalitesi kötü. Bir yıkamada sıvı deterjan kullanmamıza rağmen çizgiler oluştu kumaşta. Sert sentetik ve tatlı kaşındiran bir kumaş ancak esnekliği güzel.,3,1,kıyafet
987,Fotoğraftaki kadar şık durmadı :),3,1,kıyafet
988,İlk yıkamada tüm rengi soldu,1,0,kıyafet
989,Beklediğimden biraz daha iyi olabilirdi,3,1,kıyafet
990,Ürün beden ve kesim olarak çok güzel ancak ilk yıkamada rengi attı. Anormal bir yıkama da yapmadım üstelik.,1,0,kıyafet
991,Lastikli değil inanmayın. Beklentiyi yükseltmeyin.,2,0,kıyafet
992,"Ürünün dikişleri hiç sağlam değil ve boyası çok adi, daha ilk yıkamada bolca boya akıtıyor...",1,0,kıyafet
993,Hiç Beklediğim Gibi Değildi,1,0,kıyafet
994,30 derecede ters yıkanmasına rağmen rengi soldu tavsiye etmiyorum.,1,0,kıyafet
995,Çok beğenmedim,1,0,kıyafet
996,"Kumaş biraz zayıf geldi, giyip yıkandıktan sonra daha doğru neticeyi göreceğiz.",3,1,kıyafet
997,Haki renginde istemiştim siyah yollamışlar,1,0,kıyafet
998,Harikasinizz,1,1,kıyafet
999,Çok kalitesiz beklediğim gibi değildi,1,0,kıyafet
1000,Harika kumaş,5,1,kıyafet
1001,Yorumlara bakan arkadaşım al geç diyorum rengi kalitesi tartışılmaz 2 renk aldım.hızlı teslimat herzaman ki gibi tşk hb,5,1,kıyafet
1002,Fiyati uygun ve kaliteli bir ürün. Göründüğü gibi güzel ve kaliteli. Kumaş ve kalitesi çok güzel.,5,1,kıyafet
1003,Ürün güzel fakat kargo paketi özensiz ürün muhtemelen eski sezon fiyat aldığımız fiyatın 3 de 1i olan etiketle geldi fiyat etiketi sökülse iyi olurdu kendinmizi kötü hissetmemizi sağladınız,3,1,kıyafet
1004,Güzel yumuşak ve kaliteli bir ürün. Çok güzel beğendim tavsiye ederim. Çok güzel pamuklu bir kumaşı var.,5,1,kıyafet
1005,"Rengi,duruşu ve kalitesi çok güzel bir ürün. Kesinlikle tavsiye ederim.",5,1,kıyafet
1006,Aynı resimdeki gibi geldi teşekkürler.,5,1,kıyafet
1007,"Ürünün fiyat güncelleme tarihi 2020, üretim tarihi milattan önce sanırım. Böyle bir markaya yakıştıramadım",5,1,kıyafet
1008,fiyat etiketinin üzerine baktığımızda ürünün 2020 ve 2021 yıllarına ait olduğu anlaşılıyor... fiyat etiketinin üzerindeki fiyattan da belli bu durum... 170-200tl fiyat aralığında... lufiana hiç yakışmayan bir satış stratejisi...,5,1,kıyafet
1009,Göründüğü gibi güzel bir ürün.,5,1,kıyafet
1010,Güzel ürün uygun fiyatlı kaliteli. Kumaş doku ve kalitesi çok iyi.,5,1,kıyafet
1011,Kumaş ve kalitesi çok güzel. Kumaşı çok rahat ve şık. Duruşu çok şık ve rahat. Çok güzel pamuklu bir kumaşı var.,5,1,kıyafet
1012,Gayet şık bir ürün kumaşı güzel.,5,1,kıyafet
1013,Çok güzel geldi severek kullanıyorum.,5,1,kıyafet
1014,Çok şık rahat kalıp tavsiye ederim.,5,1,kıyafet
1015,ürünü satın aldıktan 1 gün sonra farklı bir sitede daha ucuzunu buldum 80 tl ve ürün tarafıma ulaşır ulaşmaz iade talebi oluşturdum.(jelatini dahi yoktu ve rengi soluktu)üzerimde denemedim ve kesinlikle yıkanmadı.buna rağmen ürün satışa uygun değildir diye reddettiler. resim çekip göndermişler.paramın hayrını inşallah görmezsiniz.rezil satıcı,5,0,kıyafet
1016,Markanın ürünleri kalite konusunda oldukça iyi . Sezon öncesi indirimden aldım fiyat çok başarılı .,5,1,kıyafet
1017,Çok güzel fotoğrafta görüldüğü gibi.,5,1,kıyafet
1018,Çok iyi kumaşı ve kalıbı.,5,1,kıyafet
1019,Beklenildiği gibi gayet güzel bir ürün.,5,1,kıyafet
1020,Kumaşını çok beğendim eşime hediye aldım kendisi uzun şeyler giymez genelde boy olarak çok beğendi Bi beden büyük alabilirsiniz 1.69-77 kg M beden tam oturdu bi iki kilo alsa olmaz gibi o yüzden diğer renklerini L beden alıcam tavsiye ederim eğer kısa zamanda kullandıkca deforme veya solma olursa editlerim,5,1,kıyafet
1021,Çok güzel beğendim tavsiye ederim.,5,1,kıyafet
1022,Çok iyi,5,1,kıyafet
1023,M beden aldım kalıbı biraz dar gibi yada benim göbeğim büyüdü :) L alsam nasıl olurdu diye düşünüyorum.,5,1,kıyafet
1024,Bedeninizi alın tam oturuyor,5,1,kıyafet
1025,Ürünler kaliteli ve Güzel Paketlenmiş,5,1,kıyafet
1026,Ürünler kaliteli ve Güzel Paketlenmiş...,5,1,kıyafet
1027,Göründüğü gibi kumaşı da kaliteli. Cok rahat ve kaliteli bir urun.,5,1,kıyafet
1028,Çok güzel pamuklu ve kaliteli tavsiye ederim.,5,1,kıyafet
1029,Aynı resimdeki gibi geldi çok beğendim. Bu fiyata gayet güzel ürün. Çok tarz ve güzel bir ürün. Harika tavsiye ederim çok kaliteli. Göründüğü gibi güzel ve kaliteli.,5,1,kıyafet
1030,Gorseldeki gibi gayet güzel ve kaliteli.,5,1,kıyafet
1031,Çok güzel ve rahat bir ürün. Güzel ürün uygun fiyatlı tavsiye ederim. Kumaşı çok rahat ve şık.,4,1,kıyafet
1032,Cok rahat ve guzel bir urun. Güzel yumuşak ve kaliteli tavsiye ederim.,5,1,kıyafet
1033,Kaliteli bir işçilik.Likralı ve kalın bir kumaşa sahip.Kalıp olarak bedeninizi alabilirsiniz.,5,1,kıyafet
1034,"Guzel,şık, kalitesi cok belli ama kumasi mevsim icin biraz kalin geldi bana.",4,1,kıyafet
1035,Ürün en az 4.5 yıllık bir ürün yakasında gövde kısmında solmalar başlamış ilk aldığım ürün de delik çıktı bu üründe böyle geldi hiç yakışmadı,1,0,kıyafet
1036,"Bedenininizin 1 büyüğünü alın , kumaşı hiç hoşuma gitmedi iade talep ettim",1,0,kıyafet
1037,Aşırı güzel kumaşı var çok beğendim.,5,1,kıyafet
1038,Aynı fotoğraftaki ürün gibi gayet güzel.,5,1,kıyafet
1039,Çok güzel ve kaliteli teşekkür ederim.,5,1,kıyafet
1040,"Aşırı güzel kumaşı var ve kaliteli., Gayet şık bir ürün teşekkür ederim., Harika kumaşı var sorunsuz alışveriş oldu., Çok güzel yumuşak bir kumaşı var., Çok tarz ve güzel bir ürün., Çok rahat ve kaliteli bir ürün teşekkürler.",5,1,kıyafet
1041,Beğendim diğer renklerini de alacağım.,4,1,kıyafet
1042,Aynı resimdeki gibi geldi çok beğendim. Cok rahat ve kaliteli bir urun.,5,1,kıyafet
1043,Kumaş çok güzel tavsiye ederim. Kumaşı harika cok begendik tesekkurler. Cok rahat ve kaliteli bir urun.,5,1,kıyafet
1044,Ürün kalitesi güzel.,5,1,kıyafet
1045,Ürün çok eski solmuş artık uzerindede etikette 199 yazıyor çok kötü iade edeceğim,1,0,kıyafet
1046,Güzel göründüğü gibi kaliteli bir ürün.,4,1,kıyafet
1047,Çok şık,5,1,kıyafet
1048,Fena değil,4,1,kıyafet
1049,Güzel ve kaliteli bir ürün.,4,1,kıyafet
1050,"Erkek arkadaşıma aldım, mankenin üstünden daha güzel durdu. Ona bi' kez daha aşık oldum :)",5,1,kıyafet
1051,koltuk altı çok zayıf ürün hiç sağlam değil koltuk altları eriyor yırtılıyor tületici hakem heyeti suçu ban buldu iki ay geçmeden aynı marka tişörtlerin hepsinin koltuk altı deridi hiç sağlam değil verdiğiniz parayı hak etmiyor,1,0,kıyafet
1052,Babama babalar günü hediyesi için aldim farklı şehirdeyiz çok beğenmiş kumaş kalitesi olsun renk olsun detaylar olsun ve kargoyada aynı gün verildi o güne yetiştirdiler sağolsunlar,5,1,kıyafet
1053,Çok kaliteli bir ürün,5,1,kıyafet
